;Auction;Auction_Close;Auction_No;By;Color;Condition;Date;Date_High;Date_Low;Estimate;Estimate_High;Estimate_Low;Image;Lot;Publication;Size;Size_Cm;Size_Cm_H;Size_Cm_W;Size_Inches;Sold_For;Subject;Text;Title
232;163 -  6/14/2017;6/14/2017;163; General Land Office; uncolored; B   ; 1860      ;;1860;$160.00 - $190.00;190.00;160.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-233A.jpg;233; Sen. Doc. 1, 36th Congress, 2nd Session; 32.4 x 23.1 inches 82.3 x 58.7 cm ;82.3x58.7;58.7;82.3;32.4x23.1;-10000; Southwestern United States;"

This early, large-scale, territorial map is by the Surveyor General's Office, Santa Fe, New Mexico, and is signed in plate by Surveyor General A.P. Wilbar.  The map depicts the territory prior to Colorado annexing the San Luis Valley region.  It extends to the Colorado River and north to Salt Lake City.  It locates numerous Indian villages and reservations, extent of surveys completed including Pueblo claims, and subdivided townships.  Limited and mostly inaccurate detail is shown in present day Arizona.  It traces the Santa Fe Trail (wagon road to Ft. Leavenworth) and the wagon road to San Antonio.  Good detail of springs, watershed, mineral locations, and mountains in hachure.  An early version of an increasingly difficult map to obtain.

Issued folding with moderate toning along folds and the edges of the sheet, a few spots of foxing, and very minor offsetting.  There are short fold separations at the fold intersections that have been closed on verso with archival tape.  Trimmed at left with partial loss of the neatline. 






";"Lot #233: ""Sketch of Public Surveys in New Mexico"" General Land Office
"
233;163 -  6/14/2017;6/14/2017;163; J. David Williams; hand color; B+  ; 1873      ;;1873;$160.00 - $190.00;190.00;160.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-234A.jpg;234; Peoples Pictorial Atlas ; 13.8 x 14.2 inches 35.1 x 36.1 cm ;35.1x36.1;36.1;35.1;13.8x14.2; 120.00; Southwestern United States;"

This uncommon regional map is hand colored to delineate the oversized counties that the western states and territories had at this time period.  It shows towns, mountains, rivers, railroads, etc.  There is great detail throughout including unexplored regions and gold and copper areas.   The map was issued in Williams' 
People's Pictorial Atlas
.  He bought the plates from Rogers and Johnston and updated them.  The maps in Williams' atlas used longitudinal projection lines, which increase in width the further south one goes, to more accurately reflect the curvature of the earth and distance between degrees of longitude.

Overall light toning with binding holes along the right sheet edge as issued.






";"Lot #234: ""Map of Colorado, Utah, New Mexico, and Arizona"" J. David Williams
"
234;163 -  6/14/2017;6/14/2017;163; U.S.G.S; uncolored; B+  ; 1902      ;;1902;$170.00 - $200.00;200.00;170.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-235A.jpg;235; US Geological Survey Bulletin 194; 40.3 x 26.3 inches 102.4 x 66.8 cm ;102.4x66.8;66.8;102.4;40.3x26.3; 85.00; Southwestern United States, Texas;"

Large and extremely detailed chart by J.H. Clark, U.S. Commissioner, that was drawn by J.E. Weyss, circa 1860.  The map features the survey lines between Texas and New Mexico with good topographical detail.  Information includes forts, Raton Pass, the Santa Fe, and Albuquerque trails, numerous explorers' routes, Indian trails, and more.  The map is an interesting historical curiosity because it was not published when the survey was finished due to the outbreak of the Civil War.  In 1902 the map was belatedly included in a Geological Survey Bulletin by Marcus Baker.  Printed by the Norris Peters Co., Photo-Litho. 

Issued folding with a few minor spots, a hint of toning along the folds, and some short fold separations, some of which are closed with archival tape on verso.  There is a binding trim and associated tear in the bottom right blank margin.


Ref:
 Wheat (TMW) #1022.






";"Lot #235: ""Map of the United States and Texas Boundary Line and Adjacent Territory Determined & Surveyed in 1857-8-9-60..."" U.S.G.S
"
235;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; A   ; 1915      ;;1915;$90.00 - $110.00;110.00;90.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-236A.jpg;236; The Official Correspondence of James S. Calhoun...; 33 x 24.3 inches 83.9 x 61.8 cm ;83.9x61.8;61.8;83.9;33x24.3; 120.00; Southwestern United States;"

This is a later edition of this rare and important map of the Territory of New Mexico stretching from Pike's Peak to Cooke's Wagon Road in Sonora.  Originally published in 1852, the map was distributed to officers in the region and those who requested it, but it never appeared in a report, making the original essentially unobtainable.  Compiled by Lt. John G. Parke and drawn by Richard H. Kern, it shows the region in the years immediately following the Mexican-American War, when many boundary disputes were still ongoing and large swaths of land were unexplored.  It replaced Abert's map as the primary cartographic source for the region.  Richly detailed, it extends to show parts of Texas, Indian Territory, Utah Territory, California, and parts of Mexico.  

A crisp sheet with very minor toning.


Ref:
 Howes #C28; cf. Wheat (TMW) #730.






";"Lot #236: ""Map of the Territory of New Mexico ... 1851"" U.S. Gov.
"
236;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B   ; 1824      ;;1824;$500.00 - $650.00;650.00;500.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-237A.jpg;237; A New General Atlas...; 8.9 x 11.3 inches 22.6 x 28.7 cm ;22.6x28.7;28.7;22.6;8.9x11.3;-10000; Alabama;"

A fine, early map of the state of Alabama showing county development and detailing the wagon roads, settlements, and river systems.  County configurations are current to 1822, with Walker County not yet appearing in the northern portion of the state (1823),  Indian lands are shown, with the area to the west labeled 
Choctaws Land
 and to the east is 
Upper Creeks
 and 
Lower Creeks
, with the Creek lands surrounded by Fort Decatur, Fort Williams, and Fort Strother.  The map extends south to include West Florida.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style.  Engraved by J. Cone.

Light to moderate toning that is more prominent in the blank margins.


Ref:
 Phillips (Atlases) #742-69.






";"Lot #237: ""Alabama"" Fielding Lucas Jr.
"
237;163 -  6/14/2017;6/14/2017;163; David H. Burr; hand color; A   ; 1835      ;;1835;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-238A.jpg;238; A New Universal Atlas...; 10.5 x 12.8 inches 26.7 x 32.6 cm ;26.7x32.6;32.6;26.7;10.5x12.8;-10000; Alabama;"

A fine map of the state with an early county configuration.  Three regions are unorganized and at this point still belonged to the Choctoaws and Chickasaw Indians.  There are a few roads, forts, Indian villages and settlements shown, but the state is still largely unsettled. 


David Burr was appointed to be topographer to the U.S. Post Office Department in 1832 and was unable to complete the maps for 
A New Universal Atlas
. Thomas Illman assumed responsibility for completing the atlas, publishing it in 1835 using the New York firm of D.S. Stone. The map is dated 1834 with the imprint of Illman & Pilbrow below the neatline.

A nice impression with full original color and a few faint spots.






";"Lot #238: ""Map of the State of Alabama"" David H. Burr
"
238;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; hand color; B+  ; 1840      ;;1840;$170.00 - $200.00;200.00;170.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-239A.jpg;239; ; 11.7 x 22.6 inches 29.8 x 57.4 cm ;29.8x57.4;57.4;29.8;11.7x22.6;-10000; Alabama;"

A. 
A Diagram of the State of Alabama
, from 
Senate Doc. 61, 26th Congress, 2nd Session
, dated 1840.  An early General Land Office state map that shows surveying progress to 1840.  There is no county development, but the settlements of Mobile, Montgomery, Cahaba, St. Stephens, Demopolis, Huntsville, Tuscaloosa, and Sparta are located.  Large Indian Cession lands are shown including those of the Creek, Choctaw, Chickasaw, and Cherokee.  Huntsville is located in the 
Old Madison County
.  Signed in the plate, ""Surveyor's Office, Florence Alabama 25th. January 1840.  Jas. H. Weakley Surveyor General of the Public Lands in Alabama.""  Engraved by W.J. Stone.  Condition: Issued folding with light scattered foxing and a bit of offsetting.  There is a tiny fold separation in the top blank margin.


B. 
Map of the Cherokee Cession in Alabama
, from 
Senate Doc. 11, 25th Congress, 2nd Session
, published 1837.  This small map delineates the lands allotted to the Cherokees in Alabama.  The area is wedged between the Tennessee River and the 
Supposed Line Dividing the States of Georgia and Alabama
.  Condition: There is light offsetting and toning that is especially pronounced along the top edge of the sheet.  A tiny chip appears at top right.

See description above. 


Ref:
 Claussen & Friis #179 & #371; Phillips (M) p. 226.






";"Lot #239: ""[Lot of 2] A Diagram of the State of Alabama [and] Map of the Cherokee Cession in Alabama"" U.S. Gov.
"
239;163 -  6/14/2017;6/14/2017;163; Joseph Meyer; hand color; B+  ; 1845      ;;1845;$100.00 - $130.00;130.00;100.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-240A.jpg;240; Meyer's Hand Atlas; 11.8 x 14.6 inches 30.0 x 37.1 cm ;30.0x37.1;37.1;30.0;11.8x14.6; 50.00; Alabama;"

This is the German edition of the Tanner/Mitchell Alabama map from the 
New Universal Atlas
, with a German title but English place names.  A table at the left gives steam-boat routes from Mobile to Tuscaloosa, Montgomery and Pensacola.  The map has nice, pre-Civil War detail of Mobile Bay, Pascagoula Bay, Pensacola Bay, Chocktawhatchee Bay, St. Andrews Bay and St. Rosa Island.  There are only 50 counties shown, as opposed to the 67 present today.

Original outline color with faint dampstaining at right and a few spots of foxing.






";"Lot #240: ""Neueste Karte von Alabama mit Seinen Canaelen, Strassen, Eisenbahnen, Entfernungen der Hauptpunkte und Routen..."" Joseph Meyer
"
240;163 -  6/14/2017;6/14/2017;163; Mitchell/Cowperthwait; hand color; A   ; 1854      ;;1854;$120.00 - $150.00;150.00;120.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-241A.jpg;241; A New Universal Atlas...; 11.6 x 14.3 inches 29.5 x 36.4 cm ;29.5x36.4;36.4;29.5;11.6x14.3;-10000; Alabama;"

This nice mid-19th century map shows counties, major cities, roads, and railroads, including one that extends from Montgomery to Atlanta and beyond.  Inset table lists the steam boat routes from Mobile to Tuscaloosa, Mobile to Montgomery, and Mobile to Pensacola.  Fancy titling and decorative border with original color.  Published in early 1854.

Original color with light toning along the edges of the sheet and minor scattered foxing mostly confined to the blank margins.






";"Lot #241: ""A New Map of Alabama with Its Roads & Distances from Place to Place, Along the Stage & Steam Boat Routes"" Mitchell/Cowperthwait
"
241;163 -  6/14/2017;6/14/2017;163; G. W. & C.B. Colton; uncolored; A   ; 1890      ;;1890;$140.00 - $170.00;170.00;140.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-242A.jpg;242; ; 26.3 x 31.7 inches 66.8 x 80.6 cm ;66.8x80.6;80.6;66.8;26.3x31.7;-10000; Alabama;"

This large folding map shows lands for sale from the Alabama Mineral Land Company including ""valuable agricultural lands, large bodies of yellow pine and hard wood, fine coal lands, rich iron ore lands, etc.""  Shaded areas represent lands owned by the Alabama Mineral Land Company.  Lands colored in solid black have been sold, with the mineral rights still belonging to the Alabama Mineral Land Company.  Counties, towns and cities, railroads, and rivers are named, and Montgomery, Selma, and Talladega appear as miniature grid-like plans.  There is a color key beneath the title to identify iron ore and coal, but it has been left uncolored.  

Issued folding with a hint of toning and a couple tiny separations at fold intersections.






";"Lot #242: ""Map Showing the Lands of the Alabama Mineral Land Company in the State of Alabama"" G. W. & C.B. Colton
"
242;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; A   ; 1860      ;;1860;$240.00 - $325.00;325.00;240.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-243A.jpg;243; American State Papers Vol. V; 11.1 x 13.8 inches 28.2 x 35.1 cm ;28.2x35.1;35.1;28.2;11.1x13.8;-10000; Marengo County, Alabama;"

Published in the 
American State Papers
, this map by E. Paguenaud is the only printed edition of the unusual General Land Office manuscript map that focuses on the area of the infamous 
Vine and Olive Colony
.  Established in 1817 by French Bonapartists on the lam after the Bourbon Restoration, the colony was to be an agricultural settlement for growing olive trees and grapes for wine.  Unfortunately the Alabama wilderness proved to be hostile terrain for such crops, and the colonists dispersed, abandoning the colony by 1825.  The map depicts the four towns given to the French east of the the 
Tuskaloosa or Black Warrior River
.  

Issued folding with minor offsetting and a couple of archivally repaired fold separations mostly confined to the blank margins.  






";"Lot #243: ""Map of Four Townships in Marengo County Alabama. Granted to the French Emigrants, by Act of Congress 3rd March 1817"" U.S. Gov.
"
243;163 -  6/14/2017;6/14/2017;163; U.S. War Department; hand color; B+  ; 1866      ;;1866;$140.00 - $180.00;180.00;140.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-244A.jpg;244; Report of Chief Engineer U.S.A., 39th Congress, 1st Session; 15.3 x 11 inches 38.9 x 28.0 cm ;38.9x28.0;28.0;38.9;15.3x11;-10000; Mobile, Alabama;"

This terrific pair of maps focus on Mobile, Alabama during the Civil War.  The first (in hand color) covers Mobile Bay in excellent detail with several small bays identified within.  Obstructions, fortifications, floating batteries, lines of entrenchment, and a Spanish fort are shown.  It also identifies the Mobile and Ohio Railroad, St. Stephens Road, a telegraph road, and the nearby town of Blakely.  The second map (in black & white) zooms in on Mobile, which is depicted in grid-like plan form.  Once again the Mobile and Ohio Railroad, various roads, and the city's fortifications are located.  The coat-of-arms for the Army Corps of Engineers is shown next to each title.  These maps are plates No. 9 and No. 10 from the report and are early published Civil War maps; most reports and maps withheld publication until the 1890's to allow time for the national wound to sufficiently heal before a public discussion of the conflict.  Printed by Bowen & Co.


A.
Map of the Defences of the City of Mobile
.  Condition: Issued folding, now flattened and backed with thin, archival tissue to repair fold separations and a tiny hole at a fold intersection.  There is light toning along the folds and a binding trim at bottom left that has been replaced with old paper with a portion of the neatline replaced in facsimile.


B. 
Rebel Defences Mobile Alabama Occupied by Union Forces Under Maj. Gen. E.R.S. Canby Comdg.
.  Condition: Issued folding with light toning and a few short fold splits.

See description above. 


Ref:
 Phillips (Maps) p. 445.






";"Lot #244: ""[Lot of 2] Map of the Defences of the City of Mobile [and] Rebel Defences Mobile Alabama Occupied by Union Forces Under Maj. Gen. E.R.S. Canby Comdg."" U.S. War Department
"
244;163 -  6/14/2017;6/14/2017;163; Jean Alexandre Buchon; hand color; A   ; 1825      ;;1825;$250.00 - $325.00;325.00;250.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-245A.jpg;245; Atlas Geographique, Statistique, Historique ... des Deux Ameriques; 17.4 x 14.8 inches 44.2 x 37.6 cm ;44.2x37.6;37.6;44.2;17.4x14.8; 130.00; Alaska;"

This map is similar to those issued in Carey and Lea's 
American Atlas
, but is unique to Buchon's French publication.  It presents a largely undeveloped 
Amerique Russe
 with 8 undefined provinces noted along the coastline.  The map spans from Haida Gwaii (formerly the Queen Charlotte Islands) through the Aleutian Islands and incorporates the discoveries of Vancouver and La Perouse.  A small inset depicts the far western reaches of the chain.  On a full folio sheet (27.5 x 21.5"") with French text flanking the map that describes the region, climate and population.  The capital is listed as Sitka, consisting of 60 houses and 1,000 people.  Buchon issued his maps on finer paper and they are usually found in much finer condition than his American counterparts.

On a clean sheet with just a hint of offsetting of the map border.


Ref:
 Phillips (Atlases) #1176-3.






";"Lot #245: ""Carte Geographique, Statistique et Historique des Possessions Russes"" Jean Alexandre Buchon
"
245;163 -  6/14/2017;6/14/2017;163; U.S. Corps of Engineers; uncolored; A   ; 1850      ;;1850;$140.00 - $170.00;170.00;140.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-246A.jpg;246; Sen. Doc. 42, 31st Congress, 2nd Session; 30.6 x 14.7 inches 77.8 x 37.4 cm ;77.8x37.4;37.4;77.8;30.6x14.7; 110.00; Arkansas, Louisiana;"

This map was issued with William Henry Sidell's 
Survey of a Route for a Railroad from the Great Bend, on Red River, to Providence, on the Mississippi River
.  It shows several routes to be examined from the Mississippi River to the Louisiana/Texas boundary and depicts early county and parish configurations.  The 
Bastrop Claim
 is shown extending into Arkansas.


William Henry Sidell (1810-73) was educated at West Point, and turned his attention to civil engineering at a time when the railroad system was first developing.  He attained the rank of Brevet Brigadier General for his services during the Mexican War and the Civil War.

A clean and bright example, issued folding with a hint of offsetting.


Ref:
 Modelski #147.






";"Lot #246: ""Survey of Routes from the Valley of the Mississippi to the Pacific Ocean. Map of the Route Surveyed from the Mississippi at Lake Providence in Louisiana to the Great Bend of Red River..."" U.S. Corps of Engineers
"
246;163 -  6/14/2017;6/14/2017;163; Asher & Adams; hand color; B+  ; 1871      ;;1871;$120.00 - $150.00;150.00;120.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-247A.jpg;247; New Columbian Rail Road Atlas and Pictorial Album of American Industry; 22.9 x 15.9 inches 58.2 x 40.4 cm ;58.2x40.4;40.4;58.2;22.9x15.9;-10000; Arkansas, Indian Territory;"

This detailed atlas map extends beyond Arkansas to show parts of Indian Territory, northeastern Texas, northern Louisiana, southern Missouri, northwestern Mississippi, and the southwestern corner of Tennessee.  The county configuration is current to 1871, with Clay County still called Greene and the appearance of new counties Lincoln, Nevada, and Sarber.  Much of the Indian Territory shown here is dominated by the Choctaws.  The copyright date below the bottom neatline reads ""187"", with the specific year left blank.  Possibly published in 
Asher & Adams' new Commercial, Topographical, and Statistical Atlas and Gazetteer of the United States...
 or 
Asher & Adams' New Columbian Rail Road Atlas and Pictorial Album of American Industry
.

There is faint scattered foxing, minor offsetting, and light toning that is most pronounced along the sheet's edges. 






";"Lot #247: ""Asher & Adams' Arkansas and Portion of Indian Territory"" Asher & Adams
"
247;163 -  6/14/2017;6/14/2017;163; Thomas, Cowperthwait & Co.; hand color; A   ; 1854      ;;1854;$100.00 - $130.00;130.00;100.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-248A.jpg;248; A New Universal Atlas...; 11.8 x 14.4 inches 30.0 x 36.6 cm ;30.0x36.6;36.6;30.0;11.8x14.4;-10000; Arkansas;"

This attractive early map of Arkansas shows county lines current to 1845 with the newly organized Dallas County.  The map names many towns, and a number of roads criss-cross the map.  Proposed railroads are delineated as well.  The number of miles between towns is helpfully noted, and at the top of the map the steam-boat routes are noted from Little Rock to New Orleans, Pittsburgh, and Fort Gibson.  The map is surrounded in a decorative border.  Although copyrighted 1850, this map was published in 1854, just prior to Cowperthwait, Desliver, and Butler joining as publishers.

A clean and bright example with minor toning along the edges of the sheet. 






";"Lot #248: ""A New Map of Arkansas with Its Canals Roads & Distances"" Thomas, Cowperthwait & Co.
"
248;163 -  6/14/2017;6/14/2017;163; General Land Office; hand color; B+  ; 1866      ;;1866;$110.00 - $140.00;140.00;110.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-249A.jpg;249; Maps Accompanying the Report of the Commissioner of the General Land Office...; 20.3 x 15.9 inches 51.6 x 40.4 cm ;51.6x40.4;40.4;51.6;20.3x15.9;-10000; Arkansas;"

From the first year that large, colored, linen-backed state maps were issued by the GLO. This map of the state shows counties, railroad land grants, coal deposits, and towns.  The western border joins with the 
Cherokee and Choctaw Boundary lines
.   The map details the Cairo and Fulton R.R. and its land grants 
6 and 15 mile limits
.  No indication of any survey progress.  Signed in the plate by the GLO Commissioner Jos. S. Wilson.

Issued folding and backed in linen as issued.  There is light toning along the folds, a short fold separation at top, and binding trims close to neatline at left-hand corners.


Ref:
 Phillips (Atlases) #1388-10.






";"Lot #249: ""Map of Arkansas"" General Land Office
"
249;163 -  6/14/2017;6/14/2017;163; U.S. War Department; uncolored; A   ; 1834      ;;1834;$100.00 - $140.00;140.00;100.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-250A.jpg;250; HR Doc. 83, 23rd Congress, 2nd Session; 19.9 x 12.2 inches 50.6 x 31.0 cm ;50.6x31.0;31.0;50.6;19.9x12.2;-10000; Eastern Arkansas, Memphis;"

This map extends from the St. Francis River, a tributary of the Mississippi in Arkansas Territory, to Memphis.  It traces the route of a proposed road and also depicts existing roads and experimental lines.  There is intricate topographical detail of the cypress and open lakes, marshes, cane, and timber of the region.  A diagram at the bottom indicates the sea levels of various bodies of water in the area.  Surveyed under the direction of W. Howard U.S. Corps of Engineers and drawn by C.N. Hagner. 

Issued folding with a tiny sliver of the diagram at lower right trimmed away during the binding process.  There is a minor ink notation in the bottom right corner, away from the map image.


Ref:
 Claussen & Friis #41.






";"Lot #250: ""Map and Profile of the Proposed Road from Opposite Memphis, Tenn. to the St. Francis River, Arkansas T. Exhibiting Also, the Adjacent Country"" U.S. War Department
"
250;163 -  6/14/2017;6/14/2017;163; Lt. George Horatio Derby; uncolored; B   ; 1849      ;;1849;$200.00 - $240.00;240.00;200.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-251A.jpg;251; Sen. Doc. 47, 31st Congress, 1st Session; 17.5 x 22 inches 44.5 x 55.9 cm ;44.5x55.9;55.9;44.5;17.5x22; 350.00; California, Gold Mining;"

A map of major importance to the 
California Gold Rush
.   On a scale of 4-1/2 miles to the inch, it provides a detailed view of the region with numerous small towns, ranches, 
Diggings
 (including Mormon and Dry), trails and roads.  Interesting notations concern grazing, road conditions and soil fertility.  This early look at the Gold Regions locates Sacramento City just south of the American River (as a simple grid pattern), Vernon, Fremont, Sutter and Green Spring.

Issued folding with moderate scattered foxing and some minor extraneous creases. 


Ref:
 Wheat (Gold) #149.






";"Lot #251: ""The Sacramento Valley from the American River to Butte Creek..."" Lt. George Horatio Derby
"
251;163 -  6/14/2017;6/14/2017;163; Lt. George Horatio Derby; uncolored; B+  ; 1849      ;;1849;$400.00 - $500.00;500.00;400.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-252A.jpg;252; ; 19.2 x 20.6 inches 48.8 x 52.4 cm ;48.8x52.4;52.4;48.8;19.2x20.6; 250.00; Central California;"

This important and early map of the 
California Gold Rush
 was made from Lt. Derby's original sketch by J. Mc. H. Hollingsworth in the office of the 10th Military Dept.  It is historically important, not only for its depiction of Gen. Riley's route, but because it names, for the first time, certain actual mining camps in the middle Sierra foothills; Mormon Island (misspelled Mormont), Coloma (mislabeled Colluma), Curtis, Sullivan's, Corons, Jamestown, Woods, and Sonora.  The entire route of the Riley party is noted, with the dates of their visits to the various camps, and covers the region from Monterrey Bay, north to Sacramento and east to the gold diggings.

Issued folding with minor offsetting and light toning that is more pronounced on the top right panel.


Ref:
 Wheat (Gold) #79.






";"Lot #252: ""Sketch of General Riley's Route Through the Mining Districts July and Aug. 1849..."" Lt. George Horatio Derby
"
252;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B+  ; 1816      ;;1816;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-253A.jpg;253; A New and Elegant General Atlas...; 10.6 x 8.3 inches 27.0 x 21.1 cm ;27.0x21.1;21.1;27.0;10.6x8.3;-10000; Connecticut;"

This uncommon map of Connecticut shows towns and cities, roads, and some topographical detail.  Despite a publication date of ca. 1816, county configuration is current only to 1801, with a smaller Hartford County.  The northern border of the state is flat without the small gain Massachusetts made in Hartford County in 1804.  Drawn by Samuel Lewis and engraved by H.S. Tanner.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style. 

In full original color with light toning, marginal foxing, and a couple of short tears confined to the top blank margin. 


Ref:
 cf. Phillips (A) #3542.






";"Lot #253: ""Connecticut"" Fielding Lucas Jr.
"
253;163 -  6/14/2017;6/14/2017;163; Rev. Jedidiah Morse; uncolored; A   ; 1794      ;;1794;$550.00 - $700.00;700.00;550.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-254A.jpg;254; The American Geography; 8.4 x 6.6 inches 21.4 x 16.8 cm ;21.4x16.8;16.8;21.4;8.4x6.6; 500.00; Washington, D.C.;"

This is a reduced and simplified version of Ellicott's plan of 1792, and appeared in Stockdales London printing in 1794 of Jedidiah Morses rare 
The American Geography
, containing 25 maps.  This is the earliest compilation of maps and descriptions regarding the early states and territories within the United States.  Based upon The Philadelphia Plan drawn by Thackara and Vallance two years earlier, this plan shows Washington bordered by the 
Potomack
 (Potomac) River and the Eastern Branch, now the Anacostia River.  Georgetown, at the left and northwest of Rock Creek, is separately labeled.  Reedy Branch and Tiber Creek are shown to the north outside of the street pattern.  Only the Capitol and 
Presidents House
 are labeled; other buildings are merely outlined.  The proposed landscape design for the Mall is shown with some detail.  Published by John Stockdale on September 16, 1794.  This plate was used again with a number of revisions in Isaac Weld's 
Travels Through the States of North America...
, published in 1798.  No individual sales for this 1794 map have been located.

A nice impression on paper with an ""I Z LEP"" watermark and a few faint spots of foxing.


Ref:
 Howes #M840; McCorkle (18th C. Geography Books) #302 [15]; Sabin #50924.






";"Lot #254: ""Plan of the City of Washington"" Rev. Jedidiah Morse
"
254;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B+  ; 1816      ;;1816;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-255A.jpg;255; A New and Elegant General Atlas...; 8.4 x 10.7 inches 21.4 x 27.2 cm ;21.4x27.2;27.2;21.4;8.4x10.7;-10000; Delaware;"

This uncommon map of Delaware includes wagon roads, towns, rivers, and mountains.  The state is divided into its three counties: Newcastle, Kent, and Sussex.  Shoals are outlined in Delaware Bay.  The Great Cypress Swamp is identified in the southern part of the state.  Drawn by Samuel Lewis and engraved by H.S. Tanner.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style. 

In full original color with light toning and soiling and minor scattered foxing mostly confined to the blank margins. 


Ref:
 Phillips (Atlases) #3542-43.






";"Lot #255: ""Delaware"" Fielding Lucas Jr.
"
255;163 -  6/14/2017;6/14/2017;163; Johannes van Keulen; hand color; B+  ; 1687      ;;1687;$3,750.00 - $4,500.00;4500.00;3750.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-256A.jpg;256; De Nieuwe Groote Lichtende Zee-Fakkel, Part IV; 22.9 x 20.1 inches 58.2 x 51.1 cm ;58.2x51.1;51.1;58.2;22.9x20.1;-10000; Florida & Cuba;"

This uncommon chart is believed to be the first sea chart of the eastern portion of the Gulf of Mexico, and shows Florida's gulf coast from Pensacola to Cape Florida, with the western part of Cuba.  The cartography is based in part on Hessel Gerritsz' chart circa 1631, and nearly all the place names on the chart are Spanish.  The chart is oriented with north to the left, with a bit of the Yucatan Peninsula shown at lower right.  Three insets depict the Cuban harbors: Matanzas Bay, Havana Harbor and Hondo Bay.  The elaborate cartouche is flanked by Neptune, god of the sea, and one of the wind gods.  This is the third state, with the plate number ""15"" added at bottom right and left, and a shoal added off the Yucatan peninsula.

A lovely example with a sharp impression, full original color, and light toning.  There is a more pronounced line of toning surrounding the map in the blank margins.  There is paper tape along the top edge of the sheet on verso.


Ref:
 Burden #591; Martin & Martin, p. 84-85.






";"Lot #256: ""Pas Kaart van de Boght van Florida met de Canaal Tusschen Florida en Cuba"" Johannes van Keulen
"
256;163 -  6/14/2017;6/14/2017;163; Carey & Lea; hand color; B+  ; 1822      ;;1822;$550.00 - $700.00;700.00;550.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-257A.jpg;257; A Complete Historical, Chronological, and Geographical American Atlas...; 9.7 x 11.6 inches 24.7 x 29.5 cm ;24.7x29.5;29.5;24.7;9.7x11.6; 400.00; Florida;"

Published around the time that the Florida Territory was officially established as a possession of the United States, this fascinating map shows the territory in nice detail.  Most of the settlements, including St. Augustine, are located in the northern part of the territory, while the southern portion of the peninsula, under Seminole control, is bereft of European presence.  A single road connects St. Augustine to other settlements in its vicinity, and numerous forts are identified.  The territory's many waterways are delineated, with some swampland depicted.  The Florida Keys are called 
the Martyrs
, a name generated by Juan Ponce de Leon in 1513, when he charted the islands.  Parts of Georgia, Alabama, and Cuba are visible along with numerous smaller islands and currents off the coast.  The map is on a full folio sheet (20.7 x 16.6"") with English text that details the territory's geography, population (less than 10,000), major towns, government, history, and more.  Andrew Jackson and William P. Duvall are listed as the territory's first two governors.  Drawn by Fielding Lucas, Jr. and engraved by Young & Delleker.

Original color with a centerfold separation at top that extends 2.25"" into the image that has been closed on verso with hinge tape.  There is light toning and just a few spots of foxing.


Ref:
 Phillips (Maps) p. 282.






";"Lot #257: ""Geographical, Statistical, and Historical Map of Florida"" Carey & Lea
"
